x,y
-2.9170431e-02,2.00000e+00,
-2.9160431e-02,2.00000e+00,
-2.9150430e-02,2.00000e+00,
-2.9140430e-02,2.00000e+00,
-2.9130429e-02,2.00000e+00,
-2.9120428e-02,2.00000e+00,
-2.9110428e-02,2.00000e+00,
-2.9100427e-02,2.00000e+00,
-2.9090427e-02,2.00000e+00,
-2.9080426e-02,2.00000e+00,
-2.9070426e-02,2.00000e+00,
-2.9060425e-02,2.00000e+00,
-2.9050425e-02,2.00000e+00,
-2.9040424e-02,2.00000e+00,
-2.9030424e-02,1.60000e+00,
-2.9020423e-02,2.00000e+00,
-2.9010423e-02,2.00000e+00,
-2.9000422e-02,1.60000e+00,
-2.8990421e-02,2.00000e+00,
-2.8980421e-02,2.00000e+00,
-2.8970420e-02,2.00000e+00,
-2.8960420e-02,2.00000e+00,
-2.8950419e-02,2.00000e+00,
-2.8940419e-02,2.00000e+00,
-2.8930418e-02,2.00000e+00,
-2.8920418e-02,2.00000e+00,
-2.8910417e-02,2.00000e+00,
-2.8900417e-02,2.00000e+00,
-2.8890416e-02,1.60000e+00,
-2.8880415e-02,2.00000e+00,
-2.8870415e-02,2.00000e+00,
-2.8860414e-02,2.00000e+00,
-2.8850414e-02,2.00000e+00,
-2.8840413e-02,2.00000e+00,
-2.8830413e-02,2.00000e+00,
-2.8820412e-02,2.00000e+00,
-2.8810412e-02,2.00000e+00,
-2.8800411e-02,2.00000e+00,
-2.8790411e-02,2.00000e+00,
-2.8780410e-02,2.00000e+00,
-2.8770410e-02,2.00000e+00,
-2.8760409e-02,2.00000e+00,
-2.8750408e-02,2.00000e+00,
-2.8740408e-02,2.00000e+00,
-2.8730407e-02,2.00000e+00,
-2.8720407e-02,2.00000e+00,
-2.8710406e-02,2.00000e+00,
-2.8700406e-02,2.00000e+00,
-2.8690405e-02,2.00000e+00,
-2.8680405e-02,2.00000e+00,
-2.8670404e-02,2.00000e+00,
-2.8660404e-02,2.00000e+00,
-2.8650403e-02,2.00000e+00,
-2.8640402e-02,2.00000e+00,
-2.8630402e-02,2.00000e+00,
-2.8620401e-02,2.00000e+00,
-2.8610401e-02,2.00000e+00,
-2.8600400e-02,2.00000e+00,
-2.8590400e-02,2.00000e+00,
-2.8580399e-02,2.00000e+00,
-2.8570399e-02,1.60000e+00,
