time,I
0.180015,2.03
0.658439,22.01
0.820445,38.00
0.980853,50.02
1.299811,46.98
1.460393,38.00
1.617895,39.02
1.777640,50.02
1.939205,45.02
2.098197,50.02
2.258310,44.01
2.419652,33.01
2.577344,20.99
2.741389,17.01
2.898663,11.00
3.058064,8.03
3.219280,8.98
3.539458,8.03
3.702708,6.01
3.862636,7.02
4.020450,6.01
5.138333,5.00
5.621961,3.98
5.780750,5.00
5.942354,6.01
6.100198,7.02
6.260083,8.98
6.582199,9.99
6.901139,11.00
7.061231,12.02
7.220546,13.03
7.538471,13.97
7.702712,13.03
8.341923,13.97
8.658496,14.99
9.142696,13.97
10.420671,13.03
10.740461,13.97
10.898910,14.99
11.058563,13.97
11.220948,14.99
11.378838,16.00
12.024831,14.99
12.499354,16.00
12.664905,14.99
13.141771,16.00
13.618793,17.01
13.777242,18.02
13.940703,17.01
14.259802,19.98
14.421331,24.98
15.219950,24.03
15.378893,24.98
16.183799,25.99
16.340970,25.99
16.818935,27.00
17.463398,28.01
17.939872,29.03
18.101617,28.01
18.743096,29.03
19.383575,29.97
19.699103,30.98
20.342311,32.00
20.657207,33.01
20.980193,32.00
21.141531,33.01
21.302568,34.02
21.459367,33.01
21.944165,34.02
22.580167,35.03
23.381913,35.98
23.698507,36.99
24.823609,35.98
25.461969,36.99
25.777354,38.00
26.261052,39.02
26.421174,39.02
28.342153,40.03
29.941943,40.97
30.422341,41.99
31.057852,43.00
31.381236,41.99
31.539184,43.00
32.020205,44.01
32.183640,43.00
32.821319,41.99
32.983293,43.00
33.778234,44.01
34.099196,43.00
34.260346,44.01
34.421199,43.00
34.580546,44.01
34.740761,43.00
34.902629,44.01
36.339679,44.01
36.502276,45.02
37.301435,45.97
38.421303,46.98
38.743274,45.97
39.060548,46.98
39.703177,47.99
39.859646,46.98
40.501708,47.99
41.142095,49.01
43.062431,50.02
43.702588,51.03
44.022209,51.98
45.462084,51.03
46.099513,51.98
46.428634,51.98
46.577184,51.98
47.383242,52.99
48.022004,51.98
50.582666,52.99
50.902455,51.98
51.061712,52.99
51.383967,51.98
51.539222,52.99
52.184651,54.00
52.821801,55.01
53.942705,54.00
54.259263,55.01
56.501714,56.03
56.658868,56.03
57.779750,56.97
58.743307,57.98
59.540145,56.97
62.419717,57.98
62.900304,59.00
63.222166,57.98
63.380664,59.00
64.342447,57.98
64.662314,59.00
65.622221,60.01
66.580103,60.01
66.741286,60.01
66.902145,61.02
70.584373,62.03
70.901242,61.02
71.220438,62.03
71.382170,61.02
71.702036,62.03
71.864558,61.02
72.023423,62.03
72.181308,61.02
73.302101,62.03
73.939340,62.98
75.381736,62.03
75.543015,62.98
76.181230,63.99
76.660152,62.98
76.821444,62.98
76.978760,63.99
78.421661,62.98
78.740892,63.99
79.544273,65.00
82.419653,66.01
83.383786,67.03
83.863217,67.97
84.821411,67.03
84.982048,67.97
86.262867,68.99
86.420845,70.00
86.738541,68.99
86.902911,68.99
89.301301,70.00
89.622030,71.01
90.259374,72.02
91.220334,71.01
92.181515,72.02
92.344625,71.01
92.500060,72.02
92.982196,71.01
93.141628,72.02
93.299006,71.01
93.943426,72.02
94.581476,72.97
95.541400,72.02
96.019705,72.97
96.189253,73.98
96.820602,72.97
96.979054,72.97
97.463674,73.98
97.622030,72.97
98.108579,73.98
98.578939,74.99
99.061993,76.01
99.859339,77.02
100.338717,78.03
100.499767,77.02
100.980862,76.01
101.141219,77.02
101.302039,76.01
102.418950,77.02
102.582789,76.01
103.228795,74.99
104.023777,76.01
105.621249,77.02
106.103442,76.01
106.741415,74.99
106.900164,74.99
107.060885,74.99
107.223480,76.01
107.704177,77.02
107.865185,76.01
108.021734,77.02
108.340270,76.01
108.501767,77.02
108.977353,78.03
109.780530,77.02
110.421123,78.03
111.062402,77.02
111.540403,76.01
112.990007,77.02
114.423406,76.01
114.740923,77.02
115.063101,76.01
115.864174,77.02
116.664573,78.03
116.981787,78.03
117.138929,78.03
117.784852,77.02
118.584314,78.03
118.901151,78.98
119.217303,78.03
119.378909,77.02
120.021205,76.01
121.461100,77.02
122.741295,78.03
123.062872,77.02
123.382300,76.01
123.700036,77.02
123.860646,78.03
124.019679,78.98
124.182080,79.99
124.340634,78.98
125.142403,78.03
125.468042,77.02
126.263360,78.03
127.062348,78.03
127.220710,78.03
127.699455,77.02
129.141744,78.03
129.463528,78.98
129.617783,79.99
130.738851,78.98
132.822903,78.03
132.982834,78.98
133.781985,79.99
134.581200,78.98
135.221066,79.99
135.383343,81.00
135.701993,83.03
135.860888,82.01
136.341135,81.00
136.501073,79.99
136.660476,78.98
136.980992,78.03
137.145564,78.98
137.302943,79.99
138.421638,78.03
138.740560,77.02
139.223240,78.03
139.698495,78.98
140.024870,78.03
140.343927,78.98
140.500921,79.99
140.663216,81.00
141.142297,78.98
141.302288,78.03
142.261113,77.02
142.422200,78.03
143.383304,77.02
143.541369,78.03
143.860086,78.98
144.342595,79.99
145.460653,78.98
145.942166,78.03
147.219559,78.03
147.380691,78.03
147.543332,78.98
148.020720,78.03
150.263388,77.02
151.541620,78.03
152.023099,77.02
153.462386,78.03
153.781949,77.02
153.941808,78.03
156.344216,78.98
157.298668,78.98
157.461413,78.98
157.622026,79.99
157.782850,81.00
158.421179,82.01
158.583996,81.00
158.898335,79.99
159.065556,78.98
159.221168,78.03
159.382883,78.98
160.664533,79.99
161.303449,81.00
161.783692,79.99
161.940937,78.98
164.340933,79.99
164.659299,78.98
165.461590,79.99
166.742565,81.00
167.380343,81.00
167.541953,79.99
167.701406,81.00
167.860831,79.99
171.062282,78.98
171.217772,79.99
171.541273,78.98
171.700513,79.99
