time,I
532.764012,62.03
532.923275,62.98
533.564530,62.03
535.007639,61.02
535.161457,62.03
537.724972,62.98
542.045588,62.98
542.524181,63.99
542.681421,63.99
542.843604,62.98
544.285461,63.99
545.084946,65.00
546.841257,63.99
548.763342,62.98
551.160125,63.99
551.482904,65.00
551.802359,63.99
552.765028,63.99
552.923454,65.00
553.082342,63.99
555.164749,65.00
555.964187,63.99
557.563761,65.00
561.881776,65.00
562.844848,65.00
563.001150,65.00
566.203551,66.01
566.522508,67.03
566.681135,67.97
567.002056,67.03
567.164764,66.01
567.805050,65.00
568.604982,63.99
568.760825,65.00
569.083392,66.01
569.881960,67.03
570.363196,66.01
571.162705,65.00
571.324866,66.01
572.282916,65.00
572.921431,65.00
573.082196,65.00
573.244932,66.01
574.203367,65.00
574.842413,66.01
577.242211,65.00
577.406130,66.01
577.561799,65.00
578.522444,66.01
579.804235,65.00
579.960610,66.01
580.123814,67.03
580.603837,66.01
583.001620,66.01
583.167069,66.01
587.323244,67.03
587.479776,66.01
587.804127,67.03
587.962844,66.01
591.324657,67.03
592.601005,66.01
593.081014,66.01
593.242951,66.01
595.165981,67.03
597.570985,67.97
598.203255,67.03
599.322934,66.01
599.484885,67.03
599.643078,66.01
600.278798,67.97
600.813385,67.97
601.217178,67.03
601.537599,67.03
602.293857,67.97
603.499500,67.03
605.093150,67.97
606.648442,67.97
606.728374,67.97
607.007589,68.99
607.485691,68.99
607.887378,67.97
608.938501,67.97
608.938834,67.03
608.938968,67.97
608.939104,67.03
608.939183,67.97
608.939266,67.03
608.939350,67.97
608.939425,68.99
608.939501,68.99
608.939574,67.97
608.939642,67.97
608.980049,67.97
609.124402,68.99
609.170722,68.99
609.549578,67.97
609.549692,67.03
609.549801,67.97
609.549868,67.03
609.549940,67.97
609.550010,67.03
609.550072,67.97
609.550144,68.99
609.550215,70.00
609.550294,71.01
609.550362,70.00
609.550450,68.99
609.550535,71.01
609.550604,70.00
609.550688,68.99
609.550754,67.97
609.550839,67.03
609.550918,67.97
609.550985,68.99
609.551057,70.00
609.551118,68.99
609.551195,70.00
609.551243,70.00
609.551325,68.99
609.551372,68.99
609.551444,70.00
609.551517,68.99
609.551579,67.97
609.594383,67.97
609.794695,67.97
609.842573,67.97
610.222914,67.97
610.269394,67.97
610.545908,67.97
610.546148,68.99
610.546283,67.97
610.546452,68.99
610.546558,67.97
610.546672,68.99
610.546769,67.97
610.591160,67.97
610.740314,67.97
610.786067,67.97
611.160416,68.99
611.160550,67.97
611.160983,68.99
611.161068,67.97
611.161137,67.97
611.161203,68.99
611.161262,68.99
611.161332,70.00
611.161418,68.99
611.161489,67.97
611.161569,68.99
611.161964,67.97
611.162094,68.99
611.162195,67.97
611.162268,68.99
611.162391,67.97
611.162524,67.97
611.162606,67.97
611.162676,68.99
611.162754,67.97
611.162827,68.99
611.162892,70.00
611.162973,68.99
611.163034,70.00
611.163104,68.99
611.163167,67.97
611.163243,67.03
611.163319,67.97
611.163391,67.03
611.163468,67.97
611.163674,67.03
611.163774,67.97
611.164620,67.03
611.164700,67.97
611.164744,67.97
611.164795,67.97
611.164850,67.03
611.164918,67.97
611.164972,68.99
611.165044,67.97
611.165107,67.03
611.165165,66.01
611.165237,67.03
611.165300,67.97
611.165369,67.03
611.165424,67.97
611.165491,67.03
611.165533,67.03
611.165586,67.03
611.165649,66.01
611.165708,67.03
611.165774,67.97
611.165831,68.99
611.166205,67.97
611.166262,66.01
611.204927,66.01
611.610497,67.03
613.208850,66.01
613.611482,67.03
613.987364,67.03
614.033360,67.03
614.293354,67.03
614.340601,67.03
614.933689,67.03
614.934001,67.97
614.934156,67.03
614.934362,66.01
614.978562,66.01
615.567852,66.01
615.613189,66.01
615.910483,67.03
615.910617,66.01
615.910759,65.00
615.910841,66.01
615.910933,65.00
615.911001,65.00
615.911077,66.01
615.911163,67.03
615.911240,66.01
615.911330,67.03
615.911403,65.00
615.911882,66.01
615.911977,65.00
615.912058,66.01
615.912203,67.03
615.953341,67.03
616.197700,67.03
616.242467,66.01
616.744432,66.01
616.744757,65.00
616.744944,63.99
616.786726,63.99
617.102598,63.99
617.102830,62.98
617.102997,61.02
617.103390,60.01
617.103511,59.00
617.103603,61.02
617.104013,60.01
617.104152,61.02
617.149744,60.01
617.373145,60.01
617.373334,61.02
617.373491,60.01
617.373569,60.01
617.373649,60.01
617.373756,61.02
617.373869,60.01
617.374050,59.00
617.374153,57.98
617.374272,59.00
617.374363,60.01
617.374472,59.00
617.374564,57.98
617.374670,56.97
617.374776,57.98
617.374869,56.97
617.374978,57.98
617.375069,59.00
617.375175,57.98
617.375274,59.00
617.375368,57.98
617.375474,59.00
617.375544,59.00
617.376665,60.01
617.376798,59.00
617.377426,57.98
617.377629,59.00
617.377890,57.98
617.378010,59.00
617.378176,60.01
617.379360,59.00
617.379795,60.01
617.379904,59.00
617.383372,57.98
617.383563,59.00
617.383700,57.98
617.383840,59.00
617.383959,57.98
617.384227,59.00
617.384362,60.01
617.384513,59.00
617.384657,57.98
617.384869,59.00
617.385017,60.01
617.385129,59.00
617.385292,60.01
617.385440,59.00
617.385546,59.00
617.385702,57.98
617.385834,56.97
617.385984,59.00
617.386112,61.02
617.386341,59.00
617.386470,61.02
617.386613,59.00
617.416588,60.01
617.618021,60.01
617.660641,59.00
617.784842,56.97
618.003393,57.98
618.292554,57.98
618.451702,59.00
618.774062,57.98
618.933124,61.02
619.092623,60.01
619.256859,59.00
619.576709,61.02
619.737911,59.00
619.890962,56.97
620.051996,57.98
620.216109,56.97
620.372315,60.01
620.691997,61.02
620.850967,60.01
621.015255,59.00
621.172303,57.98
622.294207,56.97
622.937798,57.98
623.095424,56.97
623.412948,57.98
625.174477,56.97
625.494177,56.03
625.814800,57.98
