time,I
102.891382,51.03
103.851688,50.02
104.009255,51.03
104.170164,50.02
105.128624,51.03
105.291893,50.02
106.092798,51.03
106.248248,50.02
106.407973,51.03
106.889894,50.02
107.047820,51.03
108.328487,50.02
108.489206,51.03
108.805880,50.02
108.970952,51.03
109.288813,50.02
110.088557,51.03
111.528239,50.02
112.169171,51.03
112.487204,50.02
112.656691,51.03
113.129392,51.98
113.290534,51.03
114.412516,50.02
114.727403,51.03
115.696191,51.98
116.167970,51.98
116.328845,51.03
116.492355,51.98
118.089342,52.99
118.889216,51.98
120.008021,52.99
120.493217,54.00
121.291156,55.01
121.771389,56.03
122.406932,55.01
122.891520,56.03
123.372411,55.01
123.529110,56.03
124.007385,55.01
124.807858,56.03
125.292427,55.01
126.092064,54.00
126.248815,54.00
126.410493,54.00
127.211988,55.01
128.011526,54.00
128.649410,55.01
128.809467,54.00
128.969532,55.01
130.089617,56.03
131.368987,56.97
131.688316,56.03
132.007231,56.97
132.650023,57.98
133.129438,56.97
133.608229,56.03
135.849702,56.97
136.327602,56.97
136.488878,56.97
137.451139,56.03
137.608736,56.97
137.769451,56.03
137.929366,56.97
138.412187,56.03
138.570596,56.97
139.370218,57.98
139.531940,59.00
140.167248,57.98
140.649553,56.97
140.969354,57.98
141.128673,56.97
141.930798,57.98
143.530086,59.00
144.492542,57.98
145.127014,59.00
145.287385,57.98
145.608339,59.00
145.928578,60.01
146.410238,60.01
146.570842,61.02
147.209338,62.03
147.690697,61.02
148.167920,62.03
148.332043,61.02
148.810228,62.03
149.287141,61.02
149.768512,62.03
150.406161,62.98
150.568386,62.03
151.208166,61.02
151.370735,62.03
153.448802,62.98
153.610323,62.03
154.089121,61.02
154.257373,62.03
155.048551,62.98
155.528573,62.03
155.848901,62.98
156.490456,62.98
156.648108,62.98
156.970651,62.03
157.447212,61.02
157.769176,62.03
158.570405,62.98
159.212602,63.99
160.966330,62.98
161.126055,63.99
162.088046,62.98
162.250092,63.99
162.564936,62.98
164.007456,63.99
165.129563,65.00
165.288020,63.99
165.931375,62.98
166.248271,63.99
166.567139,63.99
166.730456,63.99
167.690104,62.98
168.649314,63.99
171.049266,62.98
171.206456,63.99
171.850401,65.00
173.769872,63.99
174.889611,62.98
175.048645,63.99
176.648299,63.99
176.808702,63.99
177.608497,65.00
178.408870,63.99
178.568587,65.00
178.886909,63.99
179.049905,65.00
179.690874,63.99
179.848589,65.00
180.168612,63.99
180.330152,65.00
181.770274,66.01
184.008039,67.03
184.169474,66.01
184.652597,67.03
185.127310,67.97
185.289217,67.03
186.088180,66.01
186.725634,66.01
186.888697,66.01
187.375400,67.03
187.850023,67.97
188.008103,67.03
188.327892,66.01
189.291097,65.00
189.607577,66.01
190.090963,67.03
190.890452,67.97
191.210117,67.03
192.167443,66.01
193.132094,67.03
193.767717,67.97
194.086952,67.03
194.248925,67.97
194.408305,68.99
194.569542,67.97
194.886885,67.03
195.206858,67.97
195.370408,67.03
195.528434,67.97
196.171097,67.03
196.330136,67.97
196.809275,67.97
196.973194,67.97
197.125954,67.03
197.287048,67.97
197.446070,67.03
197.926720,67.97
198.405608,68.99
198.887679,67.97
199.048692,68.99
199.206593,67.97
199.851891,67.03
202.248820,67.97
203.048806,67.03
204.488164,67.97
204.649570,67.03
204.808688,67.97
205.129472,67.03
205.768950,67.97
205.929569,67.03
206.089398,67.97
206.411033,67.03
206.569741,67.97
206.889119,67.97
207.045052,67.97
207.210894,67.03
207.369294,67.97
208.169004,68.99
209.608245,70.00
209.765786,68.99
212.011016,67.97
213.607279,68.99
213.766689,67.97
213.929386,68.99
214.248069,67.97
214.407222,68.99
215.530172,67.97
215.851153,68.99
216.007409,67.97
216.168306,68.99
216.809374,67.97
216.970096,68.99
217.127886,70.00
217.451057,68.99
217.608188,67.97
217.925223,68.99
218.570684,70.00
218.729388,68.99
218.887505,70.00
219.049018,68.99
219.207523,70.00
219.527311,68.99
221.774256,70.00
221.928397,71.01
222.245858,70.00
222.887575,71.01
224.488995,70.00
225.130192,71.01
225.288243,72.02
225.449240,72.97
226.090789,71.01
226.249879,70.00
227.049352,70.00
227.209375,70.00
228.009489,71.01
229.608600,72.02
230.091009,72.97
230.576651,72.02
230.730032,71.01
231.048329,72.02
231.207245,72.97
231.367890,72.02
232.330413,71.01
233.128392,70.00
233.447296,68.99
233.605724,70.00
237.127109,70.00
237.291489,71.01
237.769574,70.00
238.408922,71.01
241.929186,72.02
243.210505,71.01
243.689408,72.02
244.006544,71.01
244.809787,72.02
245.450909,71.01
247.209090,71.01
247.368420,71.01
247.691761,72.02
248.332082,71.01
248.489552,72.02
248.968458,72.97
249.450732,73.98
249.770456,72.97
250.568372,72.02
250.728321,72.97
251.690116,72.02
253.448694,72.97
253.768302,73.98
253.928993,74.99
254.090833,76.01
254.571291,74.99
254.890891,73.98
255.049812,72.97
255.206933,73.98
255.370253,72.97
256.492318,73.98
256.969353,74.99
257.288905,73.98
257.450224,73.98
258.088263,72.97
258.249198,73.98
258.411913,72.97
260.489809,73.98
261.288506,72.97
261.929519,73.98
262.568971,72.97
262.731303,72.02
263.209725,72.97
266.730282,73.98
267.047128,72.97
267.367656,72.97
267.526479,72.97
268.969702,73.98
269.129116,72.97
269.766421,73.98
269.927630,72.97
270.246599,73.98
270.408784,72.97
271.050672,73.98
271.691164,74.99
272.489446,73.98
273.930086,72.97
275.691487,72.02
276.169811,72.97
276.488854,73.98
276.965388,72.97
277.131267,73.98
277.286617,72.97
277.446522,72.97
277.608457,72.97
279.210274,72.02
280.169445,72.97
282.890396,73.98
284.332101,72.97
285.288867,73.98
286.090678,72.97
286.405116,73.98
286.568857,72.97
286.892044,73.98
287.049286,74.99
287.527628,74.99
287.691267,73.98
288.010280,74.99
288.169676,76.01
288.648455,74.99
288.967371,73.98
289.127923,72.97
289.612532,73.98
291.689770,72.97
291.849836,73.98
293.610501,74.99
294.570810,73.98
296.009752,72.97
296.651392,73.98
296.969112,72.97
297.607288,72.97
297.769575,72.97
297.927040,73.98
298.407459,74.99
299.210167,73.98
299.528609,72.97
301.126663,73.98
303.209516,74.99
303.525517,73.98
304.970137,74.99
305.449293,73.98
305.610549,74.99
306.728226,73.98
306.890352,72.97
307.210062,72.02
307.369490,72.97
307.687688,72.97
307.848772,72.97
312.168658,72.02
313.289469,72.97
314.090891,72.02
317.767613,72.02
317.929364,71.01
318.893112,72.02
319.048384,71.01
319.530474,72.02
320.489402,71.01
322.728433,70.00
323.049242,71.01
323.207550,70.00
323.528692,71.01
325.771715,70.00
326.412003,71.01
326.571286,70.00
327.849434,71.01
328.009247,71.01
329.291325,70.00
330.728299,68.99
331.047280,70.00
331.530955,71.01
332.012179,70.00
333.136965,71.01
333.932128,70.00
334.247779,68.99
334.887778,67.97
336.658508,67.03
337.606304,66.01
337.773596,67.03
337.928539,67.03
338.089353,67.03
338.576588,66.01
340.491242,67.03
341.927895,66.01
342.727252,67.03
343.689092,66.01
346.091200,65.00
346.408915,66.01
346.569581,67.03
347.049732,66.01
347.689601,65.00
348.005025,65.00
348.169264,65.00
348.969127,66.01
351.371077,65.00
352.329637,63.99
354.409911,65.00
354.890392,66.01
355.051173,65.00
355.208308,63.99
355.530409,62.98
356.488864,63.99
356.807637,62.98
357.292076,63.99
358.087568,63.99
358.246417,63.99
359.372478,62.98
359.689006,63.99
359.848037,62.98
360.968983,63.99
364.008286,62.98
365.134183,63.99
367.211386,62.98
368.168532,62.98
368.330215,62.98
370.086717,62.03
370.570110,62.98
371.372839,62.03
372.329805,62.98
372.969800,62.03
374.411068,62.98
374.568544,62.03
378.248544,62.03
378.409716,62.03
379.691032,62.98
380.330732,62.03
380.810557,62.98
381.450874,62.03
382.250830,61.02
382.406751,62.03
383.211678,61.02
383.691433,62.03
384.175067,61.02
384.488371,62.03
385.768728,61.02
387.049424,62.03
388.169597,62.98
388.326271,62.98
388.488133,62.98
388.652677,63.99
388.809305,65.00
388.973716,63.99
389.605771,62.98
389.926923,62.03
391.372874,61.02
392.326573,62.03
394.091613,61.02
394.891300,62.03
395.532304,62.98
396.336361,62.03
398.409428,62.03
398.568601,62.03
398.887597,62.98
399.207428,62.03
401.129565,61.02
401.609636,62.03
402.249067,61.02
403.371844,62.03
404.169323,61.02
404.329485,62.03
404.648282,62.98
405.126355,63.99
405.288342,62.98
405.608243,63.99
405.770693,62.98
406.089211,62.03
406.248819,61.02
406.887610,62.03
407.689446,62.98
408.010753,62.03
408.485222,62.03
408.647448,61.02
408.969495,62.03
410.891165,61.02
411.209120,62.03
411.690410,61.02
412.171867,62.03
413.290342,61.02
415.209870,62.03
416.167535,61.02
417.612119,62.03
417.929010,61.02
418.567558,61.02
418.729661,61.02
423.053480,61.02
427.370257,61.02
428.649176,61.02
428.810389,61.02
433.129068,61.02
433.609104,62.03
434.737322,61.02
436.169912,62.03
436.806331,61.02
438.731838,61.02
438.888962,61.02
441.127527,62.03
441.447236,61.02
442.248619,62.03
442.568841,61.02
446.886242,61.02
448.168394,60.01
448.330458,61.02
448.807189,61.02
448.965402,61.02
453.296420,61.02
457.610177,61.02
458.889052,61.02
459.047690,61.02
460.008396,60.01
460.966574,61.02
461.132330,60.01
461.450054,61.02
462.729908,60.01
462.889330,61.02
464.971983,60.01
465.130481,59.00
465.777176,60.01
467.848286,61.02
468.167881,60.01
468.968632,60.01
469.128895,60.01
469.607948,59.00
469.769787,60.01
470.570399,59.00
471.208873,60.01
473.448534,59.00
473.930070,57.98
474.408661,59.00
475.370365,57.98
475.691361,59.00
476.328894,60.01
476.647181,61.02
479.057782,61.02
479.212111,60.01
482.409202,59.00
482.889316,60.01
483.206541,61.02
484.009249,60.01
485.449418,61.02
489.128430,61.02
489.290071,61.02
492.332631,60.01
492.809772,61.02
493.445658,60.01
493.768918,61.02
494.571219,60.01
494.889374,61.02
497.608068,60.01
497.929808,61.02
499.209658,61.02
499.368128,61.02
503.690333,61.02
504.011516,60.01
504.168828,61.02
504.330348,60.01
505.131659,61.02
509.285848,61.02
509.445032,61.02
512.651769,60.01
513.129263,61.02
514.889577,60.01
515.208006,61.02
518.892201,62.03
519.366576,62.03
519.525304,62.03
520.168586,61.02
524.329566,62.03
524.496915,61.02
524.807808,60.01
525.289675,61.02
526.890984,62.03
527.049192,61.02
529.449108,61.02
529.607717,61.02
533.130448,62.03
533.930648,61.02
538.251201,62.03
538.570613,61.02
539.528567,61.02
539.687349,61.02
540.008608,62.03
541.130568,62.98
541.610135,62.03
541.769964,61.02
542.090423,62.03
543.051217,61.02
543.368681,62.03
544.011913,62.98
544.649218,62.03
545.612847,62.98
545.927777,62.03
547.370929,62.98
547.687439,62.03
548.006739,62.98
549.608985,62.98
549.770318,62.98
552.327745,62.03
552.647581,61.02
553.130044,62.03
553.449048,61.02
553.768535,62.03
556.489389,62.98
556.807596,62.03
558.250041,61.02
558.407816,62.03
559.053022,62.98
559.368258,62.03
559.692079,62.98
559.851981,62.98
560.495715,62.03
561.127693,62.98
561.290638,62.03
562.730212,62.98
564.007869,63.99
564.169500,62.98
564.649078,62.03
564.968649,62.98
565.128803,62.03
565.612661,62.98
566.569641,62.03
567.695296,61.02
568.331821,62.03
568.810903,62.98
569.290957,62.03
569.767600,62.03
569.931420,61.02
570.410430,62.03
571.209051,62.98
572.010347,62.03
572.325373,61.02
572.489344,62.03
572.970802,62.98
573.450523,62.03
574.567869,61.02
574.729662,62.03
575.531372,62.98
577.287117,63.99
577.450856,62.98
578.407141,62.03
578.889600,61.02
579.849816,61.02
580.011208,62.03
580.167290,62.98
582.248227,62.03
582.889529,62.98
584.010026,63.99
585.128957,62.98
586.252085,62.03
587.370865,62.98
588.166981,63.99
589.291141,65.00
589.449274,63.99
589.928679,63.99
590.086947,63.99
590.409040,62.98
592.971157,62.03
593.608108,62.98
594.246613,62.03
594.409865,62.98
594.571594,62.03
595.049208,62.98
595.848486,62.03
596.492663,62.98
599.048341,62.03
599.847673,62.98
600.008656,62.98
600.164945,62.98
600.822973,62.98
601.576547,62.98
602.287134,62.03
602.682556,61.02
604.285424,62.03
605.082002,61.02
606.578307,61.02
606.578393,61.02
606.578481,61.02
606.578642,62.03
606.581329,62.98
606.581522,61.02
606.581663,62.03
606.622608,62.98
606.774352,62.98
606.985789,62.03
607.207646,61.02
607.367900,60.01
608.170997,57.98
